timestamp,open,high,low,close,volume
2026-03-02 15:40:00,69451.47,69530.0,69199.11,69516.47,447.85925
2026-03-02 15:45:00,69516.47,69617.74,69278.7,69283.6,501.92115
2026-03-02 15:50:00,69283.6,69478.08,68791.59,68960.56,417.60439
2026-03-02 15:55:00,68960.55,69169.68,68888.7,69130.2,447.74164
2026-03-02 16:00:00,69130.2,69284.96,68933.69,69265.8,326.51795
2026-03-02 16:05:00,69265.8,69756.53,69161.84,69738.01,475.34601
2026-03-02 16:10:00,69738.01,69775.91,69569.0,69665.12,243.02014
2026-03-02 16:15:00,69665.11,69675.29,69414.5,69457.2,203.28718
2026-03-02 16:20:00,69457.2,69749.71,69449.24,69588.27,153.04867
2026-03-02 16:25:00,69588.27,69620.0,69278.7,69383.65,296.42314
2026-03-02 16:30:00,69383.64,69514.1,69194.3,69273.58,197.73375
2026-03-02 16:35:00,69273.59,69365.42,69070.6,69172.72,226.84217
2026-03-02 16:40:00,69172.71,69880.0,69167.61,69861.03,275.35198
2026-03-02 16:45:00,69861.03,70096.0,69766.06,69826.9,662.23349
2026-03-02 16:50:00,69826.89,69841.38,69628.04,69631.37,144.02466
2026-03-02 16:55:00,69631.36,69635.66,69408.39,69428.62,236.20274
2026-03-02 17:00:00,69428.62,69578.0,69362.0,69571.43,138.97552
2026-03-02 17:05:00,69571.42,69571.42,69291.74,69310.5,87.45333
2026-03-02 17:10:00,69310.49,69479.6,69260.0,69418.51,93.85167
2026-03-02 17:15:00,69418.51,69550.0,69175.41,69288.92,168.67814
2026-03-02 17:20:00,69288.91,69456.56,69271.71,69409.18,70.871
2026-03-02 17:25:00,69409.18,69444.0,69200.0,69406.33,109.5776
2026-03-02 17:30:00,69406.33,69445.32,69293.93,69301.68,82.55094
2026-03-02 17:35:00,69301.68,69425.25,69101.35,69110.1,158.69467
2026-03-02 17:40:00,69110.51,69199.99,68803.18,68844.77,239.9106
2026-03-02 17:45:00,68844.76,69019.6,68793.88,68956.72,137.77882
2026-03-02 17:50:00,68956.73,69191.99,68915.39,69182.05,88.07255
2026-03-02 17:55:00,69182.05,69200.0,69041.77,69198.0,69.02666
2026-03-02 18:00:00,69198.0,69198.0,68727.83,68927.4,104.50854
2026-03-02 18:05:00,68927.41,69072.72,68927.41,69016.4,67.46012
2026-03-02 18:10:00,69016.4,69198.0,68954.64,69190.32,93.68761
2026-03-02 18:15:00,69190.32,69190.32,68984.86,68998.76,69.8025
2026-03-02 18:20:00,68998.76,69083.72,68958.0,69044.54,58.33817
2026-03-02 18:25:00,69044.54,69199.36,68986.51,69089.06,119.2272
2026-03-02 18:30:00,69089.07,69268.15,69033.86,69185.89,165.31606
2026-03-02 18:35:00,69185.88,69192.75,69001.62,69056.64,61.61681
2026-03-02 18:40:00,69057.03,69133.7,68926.66,69125.47,85.0039
2026-03-02 18:45:00,69125.47,69174.12,68995.58,69106.65,44.54785
2026-03-02 18:50:00,69106.65,69174.8,68937.6,69041.14,46.7229
2026-03-02 18:55:00,69041.15,69047.83,68820.5,68877.67,139.51144
2026-03-02 19:00:00,68877.67,68938.66,68717.7,68895.23,160.65686
2026-03-02 19:05:00,68895.23,68896.63,68590.6,68774.52,87.36586
2026-03-02 19:10:00,68774.52,68774.52,68576.18,68745.59,55.86922
2026-03-02 19:15:00,68745.59,68910.38,68743.51,68875.52,71.93508
2026-03-02 19:20:00,68875.52,68965.97,68775.99,68846.0,92.503
2026-03-02 19:25:00,68846.0,68887.31,68803.0,68824.0,45.67058
2026-03-02 19:30:00,68824.0,68966.52,68717.7,68899.18,101.24156
2026-03-02 19:35:00,68899.18,69049.32,68878.54,68878.54,60.96193
2026-03-02 19:40:00,68878.55,68900.53,68782.87,68782.88,57.456
2026-03-02 19:45:00,68782.88,68930.25,68764.4,68928.62,28.93464
2026-03-02 19:50:00,68928.62,69008.21,68868.18,68939.19,72.60182
2026-03-02 19:55:00,68939.18,69012.82,68918.0,68966.53,51.69459
2026-03-02 20:00:00,68966.52,69209.71,68932.09,69140.28,111.68871
2026-03-02 20:05:00,69140.28,69154.51,68798.71,68888.37,125.09359
2026-03-02 20:10:00,68888.37,68893.91,68584.9,68738.01,146.53059
2026-03-02 20:15:00,68738.0,68976.0,68669.3,68882.01,36.6801
2026-03-02 20:20:00,68882.02,68994.0,68824.07,68979.09,29.65102
2026-03-02 20:25:00,68979.09,69058.32,68908.83,68951.73,38.44272
2026-03-02 20:30:00,68951.74,69147.06,68912.0,69106.12,32.31924
2026-03-02 20:35:00,69106.12,69160.91,69032.45,69050.38,69.14944
2026-03-02 20:40:00,69050.39,69229.75,69045.87,69229.75,54.94642
2026-03-02 20:45:00,69229.74,69428.24,69192.49,69397.72,167.16129
2026-03-02 20:50:00,69397.72,69505.0,69291.88,69339.62,113.13281
2026-03-02 20:55:00,69339.61,69379.31,69077.57,69106.58,103.34232
2026-03-02 21:00:00,69106.58,69160.72,69000.71,69089.33,79.80088
2026-03-02 21:05:00,69089.34,69261.7,69074.81,69182.23,28.18611
2026-03-02 21:10:00,69182.23,69297.6,69086.83,69281.63,35.02659
2026-03-02 21:15:00,69281.63,69288.86,69199.08,69199.62,20.13745
2026-03-02 21:20:00,69199.62,69407.86,69174.7,69402.86,25.42537
2026-03-02 21:25:00,69403.73,69432.15,69299.99,69414.6,23.34803
2026-03-02 21:30:00,69414.6,69437.34,69337.99,69422.3,39.90096
2026-03-02 21:35:00,69422.29,69481.46,69367.02,69451.08,43.60016
2026-03-02 21:40:00,69451.07,69456.82,69383.9,69456.82,31.9625
2026-03-02 21:45:00,69457.18,69539.77,69435.26,69440.29,65.2597
2026-03-02 21:50:00,69440.29,69506.94,69405.89,69470.87,20.9859
2026-03-02 21:55:00,69470.54,69500.0,69385.19,69413.82,27.75017
2026-03-02 22:00:00,69413.82,69501.62,69335.06,69335.06,38.68564
2026-03-02 22:05:00,69335.07,69489.7,69335.07,69451.52,38.32932
2026-03-02 22:10:00,69451.52,69465.24,69219.51,69241.53,124.04222
2026-03-02 22:15:00,69241.53,69264.0,69136.36,69186.44,249.1074
2026-03-02 22:20:00,69186.44,69294.25,69186.44,69274.93,148.31408
2026-03-02 22:25:00,69274.93,69378.0,69244.98,69364.45,106.66856
2026-03-02 22:30:00,69364.45,69439.77,69290.98,69300.64,43.28284
2026-03-02 22:35:00,69300.65,69382.9,69298.96,69373.03,30.46265
2026-03-02 22:40:00,69373.03,69410.89,69299.14,69410.88,160.07028
2026-03-02 22:45:00,69410.88,69425.24,69291.81,69301.5,129.20425
2026-03-02 22:50:00,69301.51,69369.28,69241.46,69340.8,144.22686
2026-03-02 22:55:00,69340.8,69440.49,69287.47,69440.49,118.19828
2026-03-02 23:00:00,69440.48,69479.58,69252.0,69337.69,55.42859
2026-03-02 23:05:00,69337.7,69354.59,69288.96,69310.99,36.87178
2026-03-02 23:10:00,69310.33,69357.72,69215.4,69223.24,28.7957
2026-03-02 23:15:00,69223.25,69261.69,69154.86,69239.19,77.72961
2026-03-02 23:20:00,69239.2,69253.47,68990.98,69068.51,112.66353
2026-03-02 23:25:00,69068.51,69131.03,69000.0,69002.93,33.35453
2026-03-02 23:30:00,69002.92,69014.26,68809.19,68836.0,119.336
2026-03-02 23:35:00,68836.0,68912.1,68774.01,68831.01,32.28278
2026-03-02 23:40:00,68831.0,68855.96,68758.4,68796.86,44.24985
2026-03-02 23:45:00,68796.86,68965.67,68740.0,68917.02,49.13817
2026-03-02 23:50:00,68917.01,68917.02,68776.54,68821.17,21.62027
2026-03-02 23:55:00,68821.17,68845.52,68762.53,68830.06,26.25897
2026-03-03 00:00:00,68830.06,68974.49,68773.08,68948.0,62.57919
2026-03-03 00:05:00,68948.0,69004.4,68891.12,68942.95,78.78368
2026-03-03 00:10:00,68942.95,68944.0,68750.68,68809.99,27.60787
2026-03-03 00:15:00,68810.0,68882.0,68708.33,68720.01,37.86168
2026-03-03 00:20:00,68720.01,68770.96,68644.38,68733.76,38.9446
2026-03-03 00:25:00,68733.76,68802.0,68677.02,68801.99,16.47614
2026-03-03 00:30:00,68802.0,68987.01,68680.51,68956.87,57.95001
2026-03-03 00:35:00,68956.86,69118.79,68932.21,69102.16,152.02848
2026-03-03 00:40:00,69102.17,69166.61,69101.2,69108.17,31.0921
2026-03-03 00:45:00,69108.18,69166.0,68936.11,68977.7,43.40147
2026-03-03 00:50:00,68977.71,69026.0,68898.37,68989.2,25.80188
2026-03-03 00:55:00,68989.21,69111.56,68917.21,69092.88,30.38365
2026-03-03 01:00:00,69092.89,69095.18,68924.75,69065.95,22.81867
2026-03-03 01:05:00,69065.96,69160.0,69026.98,69087.81,38.59183
2026-03-03 01:10:00,69087.81,69258.08,69067.59,69132.08,26.14481
2026-03-03 01:15:00,69132.08,69144.17,68886.28,68905.0,39.76544
2026-03-03 01:20:00,68905.0,69045.44,68888.0,69003.23,89.38917
